"","Target Name","#Plasmideos","#Morfologia","#Patch_clamp","variable","value"
"701","CT cell#23","Neurog2 + Sox2","Fibroblastoide","Nao","SCN1A",46.388999939
"702","CT cell#19","Neurog2 + Sox2","Fibroblastoide","Nao","SCN1A",41.2070007324
"703","CT cell#22","Neurog2 + Sox2","None","Nao","SCN1A",27.936000824
"704","CT cell#24","Neurog2 + Sox2","Alterado","Nao","SCN1A",39.2869987488
"705","CT cell#26","Neurog2 + Sox2","Neuronal","Nao","SCN1A",40.3790016174
"706","CT cell#27","Neurog2 + Sox2","Neuronal","Nao","SCN1A",28.6660003662
"707","CT cell#28","Neurog2 + Sox2","Neuronal","Nao","SCN1A",44.2610015869
"708","CT cell#30","Ascl1 + Sox2","Fibroblastoide","Nao","SCN1A",29.5709991455
"709","CT cell#37","Ascl1 + Sox2","Fibroblastoide","Nao","SCN1A",43.436000824
"710","CT cell#35","Ascl1 + Sox2","Fibroblastoide","Nao","SCN1A",43.7309989929
"711","CT cell#32","Ascl1 + Sox2","Fibroblastoide","Nao","SCN1A",37.438999176
"712","CT cell#38","Ascl1 + Sox2","Neuronal","Nao","SCN1A",41.4049987793
"713","CT cell#33","Ascl1 + Sox2","Neuronal","Nao","SCN1A",28.2609996796
"714","CT cell#4","GFP Dsred","Fibroblastoide","Nao","RTC",23.8589992523
"715","CT cell#1","GFP Dsred","Fibroblastoide","Nao","RTC",23.5340003967
"716","CT cell#3","GFP Dsred","Fibroblastoide","Nao","RTC",24.1049995422
"717","CT cell#9","GFP Dsred","Fibroblastoide","Nao","RTC",23.517999649
"718","CT cell#10","GFP Dsred","Fibroblastoide","Nao","RTC",23.2420005798
"719","CT cell#14","GFP Dsred","Fibroblastoide","Nao","RTC",34.1160011292
"720","CT cell#17","Neurog2 + Sox2","Fibroblastoide","Nao","RTC",23.6420001984
"721","CT cell#20","Neurog2 + Sox2","Fibroblastoide","Nao","RTC",24.4950008392
"722","CT cell#18","Neurog2 + Sox2","Fibroblastoide","Nao","RTC",23.5359992981
"723","CT cell#16","Neurog2 + Sox2","Fibroblastoide","Nao","RTC",23.1690006256
"724","CT cell#23","Neurog2 + Sox2","Fibroblastoide","Nao","RTC",23.311000824
"725","CT cell#19","Neurog2 + Sox2","Fibroblastoide","Nao","RTC",23.045999527
"726","CT cell#22","Neurog2 + Sox2","None","Nao","RTC",29.2719993591
"727","CT cell#24","Neurog2 + Sox2","Alterado","Nao","RTC",25.2590007782
"728","CT cell#26","Neurog2 + Sox2","Neuronal","Nao","RTC",24.0049991608
"729","CT cell#27","Neurog2 + Sox2","Neuronal","Nao","RTC",23.8360004425
"730","CT cell#28","Neurog2 + Sox2","Neuronal","Nao","RTC",23.0769996643
"731","CT cell#30","Ascl1 + Sox2","Fibroblastoide","Nao","RTC",23.2670001984
"732","CT cell#37","Ascl1 + Sox2","Fibroblastoide","Nao","RTC",23.1760005951
"733","CT cell#35","Ascl1 + Sox2","Fibroblastoide","Nao","RTC",23.2520008087
"734","CT cell#32","Ascl1 + Sox2","Fibroblastoide","Nao","RTC",23.6040000916
"735","CT cell#38","Ascl1 + Sox2","Neuronal","Nao","RTC",25.827999115
"736","CT cell#33","Ascl1 + Sox2","Neuronal","Nao","RTC",23.2430000305
